dr_no,date_occ,neighborhood,new_category,crime_type_id,neighborhood_id
182117131,2018-10-02,canoga-park,theft,0,58
181016865,2018-10-02,reseda,theft,0,37
181117429,2018-10-02,highland-park,theft,0,72
182117160,2018-10-02,canoga-park,theft,0,58
181421554,2018-10-02,palms,theft,0,68
180918550,2018-10-02,valley-glen,theft,0,75
181918474,2018-10-02,panorama-city,theft,0,30
181421579,2018-10-02,rancho-park,theft,0,61
181421542,2018-10-02,venice,theft,0,20
180717609,2018-10-02,arlington-heights,theft,0,95
180322408,2018-10-02,university-park,theft,0,40
181117441,2018-10-02,highland-park,theft,0,72
180415592,2018-10-02,montecito-heights,theft,0,92
180220269,2018-10-02,westlake,theft,0,10
181421574,2018-10-02,mar-vista,theft,0,44
181320224,2018-10-02,downtown,theft,0,3
181421882,2018-10-02,westchester,theft,0,8
181717470,2018-10-02,northridge,theft,0,11
182118459,2018-10-02,canoga-park,theft,0,58
181106980,2018-02-08,los-feliz,theft,0,28
181117727,2018-10-02,eagle-rock,theft,0,54
181918632,2018-10-02,panorama-city,theft,0,30
181106096,2018-02-09,los-feliz,theft,0,28
180717581,2018-10-02,beverly-grove,theft,0,29
180220381,2018-10-02,westlake,theft,0,10
180322440,2018-10-02,hyde-park,theft,0,9
181819883,2018-10-02,harbor-gateway,theft,0,79
180220296,2018-10-02,silver-lake,theft,0,83
190805552,2018-10-03,bel-air,theft,0,97
180817248,2018-10-03,sawtelle,theft,0,22
181422361,2018-10-03,palms,theft,0,68
180322513,2018-10-03,baldwin-hillscrenshaw,theft,0,56
182117349,2018-10-03,canoga-park,theft,0,58
181615415,2018-10-03,pacoima,theft,0,2
180322643,2018-10-03,exposition-park,theft,0,48
180918687,2018-10-03,studio-city,theft,0,36
181320435,2018-10-03,central-alameda,theft,0,91
181918573,2018-10-03,sylmar,theft,0,24
181321126,2018-10-03,florence,theft,0,49
180323890,2018-10-03,jefferson-park,theft,0,96
181918602,2018-10-03,panorama-city,theft,0,30
181224111,2018-10-03,florence,theft,0,49
181320434,2018-10-03,historic-south-central,theft,0,7
182117247,2018-10-03,west-hills,theft,0,16
181518981,2018-10-03,toluca-lake,theft,0,62
181519027,2018-10-03,valley-glen,theft,0,75
180817277,2018-10-03,sawtelle,theft,0,22
181224061,2018-10-03,harvard-park,theft,0,73
180817312,2018-10-03,sawtelle,theft,0,22
181614942,2018-10-03,sun-valley,theft,0,6
181421853,2018-10-03,westchester,theft,0,8
180106937,2018-02-10,downtown,theft,0,3
182105986,2018-02-10,woodland-hills,theft,0,43
180714976,2018-08-13,beverly-grove,theft,0,29
180515359,2018-09-02,harbor-city,theft,0,86
181916964,2018-09-04,arleta,theft,0,98
180806058,2018-02-10,west-los-angeles,theft,0,51
180620413,2018-09-16,hollywood-hills,theft,0,12
180322563,2018-10-03,baldwin-hillscrenshaw,theft,0,56
182116682,2018-09-21,woodland-hills,theft,0,43
180717656,2018-10-03,fairfax,theft,0,38
181207259,2018-02-11,hyde-park,theft,0,9
180100602,2018-02-11,downtown,theft,0,3
181118276,2018-10-03,highland-park,theft,0,72
180506033,2018-02-11,wilmington,theft,0,65
181506233,2018-02-11,valley-village,theft,0,5
182018236,2018-10-03,koreatown,theft,0,26
180322473,2018-10-03,vermont-square,theft,0,32
180717657,2018-10-03,larchmont,theft,0,78
181918541,2018-10-03,north-hills,theft,0,46
181421567,2018-10-03,mar-vista,theft,0,44
181918546,2018-10-03,mission-hills,theft,0,70
180106999,2018-02-11,downtown,theft,0,3
180717682,2018-10-03,mid-wilshire,theft,0,18
180306971,2018-02-12,baldwin-hillscrenshaw,theft,0,56
180906271,2018-02-12,sherman-oaks,theft,0,33
181506289,2018-02-12,north-hollywood,theft,0,25
180401386,2018-10-03,boyle-heights,theft,0,39
181225333,2018-10-03,florence,theft,0,49
180717633,2018-10-03,beverly-grove,theft,0,29
181106297,2018-02-16,east-hollywood,theft,0,50
181118953,2018-10-03,griffith-park,theft,0,94
180415677,2018-10-03,boyle-heights,theft,0,39
181717124,2018-10-03,northridge,theft,0,11
180518155,2018-10-03,wilmington,theft,0,65
180906645,2018-02-19,valley-glen,theft,0,75
181819997,2018-10-03,broadway-manchester,theft,0,64
180622374,2018-10-03,hollywood,theft,0,15
181421556,2018-10-03,mar-vista,theft,0,44
181820030,2018-10-03,vermont-vista,theft,0,81
181614938,2018-10-03,tujunga,theft,0,80
180621253,2018-10-03,hollywood,theft,0,15
181016700,2018-10-03,van-nuys,theft,0,0
180621343,2018-10-03,hollywood,theft,0,15
181117522,2018-10-03,east-hollywood,theft,0,50
181717581,2018-10-03,porter-ranch,theft,0,17
182006512,2018-02-15,koreatown,theft,0,26
182117242,2018-10-03,west-hills,theft,0,16
181320412,2018-10-03,central-alameda,theft,0,91
181016677,2018-10-03,reseda,theft,0,37
180415669,2018-10-03,boyle-heights,theft,0,39
181320328,2018-10-03,historic-south-central,theft,0,7
180125360,2018-10-04,downtown,theft,0,3
181223630,2018-09-27,gramercy-park,theft,0,99
181717135,2018-10-04,northridge,theft,0,11
181224191,2018-10-04,vermont-square,theft,0,32
182117323,2018-10-04,canoga-park,theft,0,58
181717174,2018-10-04,northridge,theft,0,11
191514011,2018-07-11,valley-village,theft,0,5
180125379,2018-10-04,downtown,theft,0,3
181506187,2018-02-02,north-hollywood,theft,0,25
180106978,2018-02-09,downtown,theft,0,3
180406036,2018-02-14,boyle-heights,theft,0,39
181700905,2018-10-04,granada-hills,theft,0,4
181421631,2018-10-04,venice,theft,0,20
180125355,2018-10-04,chinatown,theft,0,82
182019675,2018-10-04,koreatown,theft,0,26
181421688,2018-10-04,del-rey,theft,0,76
180220432,2018-10-04,westlake,theft,0,10
180717859,2018-10-04,mid-wilshire,theft,0,18
181421863,2018-10-04,westchester,theft,0,8
180220351,2018-10-04,pico-union,theft,0,19
180220429,2018-10-04,echo-park,theft,0,31
181224112,2018-10-04,gramercy-park,theft,0,99
181421651,2018-10-04,westchester,theft,0,8
181918572,2018-10-04,sylmar,theft,0,24
181421850,2018-10-04,westchester,theft,0,8
180919657,2018-10-04,valley-glen,theft,0,75
181117531,2018-10-04,echo-park,theft,0,31
181820018,2018-10-04,green-meadows,theft,0,53
180717974,2018-10-04,mid-wilshire,theft,0,18
181820115,2018-10-04,vermont-vista,theft,0,81
181421722,2018-10-04,venice,theft,0,20
180516789,2018-10-04,san-pedro,theft,0,23
181117549,2018-10-04,atwater-village,theft,0,100
180125442,2018-10-04,downtown,theft,0,3
181819998,2018-10-04,broadway-manchester,theft,0,64
181118140,2018-10-04,highland-park,theft,0,72
180717947,2018-10-04,beverly-grove,theft,0,29
181117552,2018-10-04,echo-park,theft,0,31
180817578,2018-10-04,brentwood,theft,0,69
180322549,2018-10-04,baldwin-hillscrenshaw,theft,0,56
181224125,2018-10-04,vermont-slauson,theft,0,55
181016897,2018-10-04,northridge,theft,0,11
180817427,2018-10-04,sawtelle,theft,0,22
181717199,2018-10-04,northridge,theft,0,11
180804372,2018-01-09,west-los-angeles,theft,0,51
181504599,2018-01-13,valley-glen,theft,0,75
180204696,2018-01-13,westlake,theft,0,10
180104844,2018-01-13,downtown,theft,0,3
181518982,2018-10-04,sun-valley,theft,0,6
181918597,2018-10-04,north-hills,theft,0,46
180717805,2018-10-04,beverly-grove,theft,0,29
180125338,2018-10-04,downtown,theft,0,3
181117714,2018-10-04,east-hollywood,theft,0,50
180322575,2018-10-04,vermont-square,theft,0,32
181717132,2018-10-04,northridge,theft,0,11
180905213,2018-01-23,van-nuys,theft,0,0
180400564,2018-01-25,boyle-heights,theft,0,39
180406341,2018-02-21,lincoln-heights,theft,0,88
181421931,2018-10-04,venice,theft,0,20
181421687,2018-10-04,westchester,theft,0,8
181117548,2018-10-04,mount-washington,theft,0,90
181717182,2018-10-04,granada-hills,theft,0,4
180125333,2018-10-04,downtown,theft,0,3
180220431,2018-10-04,pico-union,theft,0,19
182018432,2018-10-04,koreatown,theft,0,26
180415719,2018-10-04,lincoln-heights,theft,0,88
181519362,2018-10-04,studio-city,theft,0,36
181016826,2018-10-04,encino,theft,0,1
180818542,2018-10-04,beverly-crest,theft,0,47
180125402,2018-10-04,downtown,theft,0,3
182117772,2018-10-04,canoga-park,theft,0,58
181918591,2018-10-04,mission-hills,theft,0,70
182117370,2018-10-04,canoga-park,theft,0,58
181016762,2018-10-04,tarzana,theft,0,63
180918809,2018-10-04,van-nuys,theft,0,0
180322755,2018-10-04,baldwin-hillscrenshaw,theft,0,56
180717711,2018-10-04,beverly-grove,theft,0,29
182106038,2018-02-09,woodland-hills,theft,0,43
182105926,2018-02-09,woodland-hills,theft,0,43
181406566,2018-02-10,playa-del-rey,theft,0,74
180307420,2018-02-16,baldwin-hillscrenshaw,theft,0,56
181421909,2018-10-04,westchester,theft,0,8
181224626,2018-10-04,hyde-park,theft,0,9
191507076,2018-10-04,north-hollywood,theft,0,25
180621632,2018-10-04,hollywood,theft,0,15
181718475,2018-10-04,granada-hills,theft,0,4
181507022,2018-02-27,north-hollywood,theft,0,25
181421657,2018-10-04,westchester,theft,0,8
180506487,2018-02-22,harbor-city,theft,0,86
180125300,2018-10-04,downtown,theft,0,3
181320446,2018-10-04,downtown,theft,0,3
181820379,2018-10-04,harbor-gateway,theft,0,79
180516915,2018-10-04,san-pedro,theft,0,23
181224193,2018-10-04,gramercy-park,theft,0,99
181117512,2018-10-04,glassell-park,theft,0,67
180807670,2018-03-15,pico-robertson,theft,0,45
180620833,2018-09-23,hollywood,theft,0,15
181224192,2018-10-04,hyde-park,theft,0,9
181320418,2018-10-04,downtown,theft,0,3
180125425,2018-10-05,downtown,theft,0,3
180322615,2018-10-05,baldwin-hillscrenshaw,theft,0,56
180125415,2018-10-05,downtown,theft,0,3
181007819,2018-03-23,reseda,theft,0,37
180125410,2018-10-05,downtown,theft,0,3
181017446,2018-10-05,encino,theft,0,1
181614992,2018-10-05,pacoima,theft,0,2
181420910,2018-09-23,venice,theft,0,20
180321890,2018-09-24,baldwin-hillscrenshaw,theft,0,56
180516925,2018-10-05,harbor-city,theft,0,86
182018373,2018-10-02,koreatown,theft,0,26
180125501,2018-10-04,downtown,theft,0,3
180125287,2018-10-04,downtown,theft,0,3
180622418,2018-10-05,hollywood,theft,0,15
181016723,2018-10-05,van-nuys,theft,0,0
180322623,2018-10-05,baldwin-hillscrenshaw,theft,0,56
182018386,2018-10-05,koreatown,theft,0,26
181615141,2018-10-05,tujunga,theft,0,80
181117592,2018-10-05,los-feliz,theft,0,28
181614935,2018-10-05,shadow-hills,theft,0,89
181019119,2018-11-25,lake-balboa,theft,0,59
180921262,2018-11-26,van-nuys,theft,0,0
181617030,2018-11-26,sun-valley,theft,0,6
180322821,2018-10-05,west-adams,theft,0,66
181229022,2018-12-11,harvard-park,theft,0,73
182119772,2018-10-05,woodland-hills,theft,0,43
180313152,2018-05-16,university-park,theft,0,40
181918605,2018-10-05,panorama-city,theft,0,30
181016761,2018-10-05,reseda,theft,0,37
180415762,2018-10-05,lincoln-heights,theft,0,88
181810051,2018-04-18,florence,theft,0,49
180220613,2018-10-05,westlake,theft,0,10
181717246,2018-10-05,northridge,theft,0,11
181410766,2018-04-20,del-rey,theft,0,76
180323007,2018-10-05,hyde-park,theft,0,9
191708861,2018-10-05,winnetka,theft,0,87
181717293,2018-10-05,northridge,theft,0,11
181608097,2018-04-12,sun-valley,theft,0,6
180220417,2018-10-05,westlake,theft,0,10
180906943,2018-02-26,sherman-oaks,theft,0,33
180111584,2018-04-14,downtown,theft,0,3
181918651,2018-10-05,north-hills,theft,0,46
182018651,2018-10-05,koreatown,theft,0,26
180220469,2018-10-05,echo-park,theft,0,31
180322460,2018-10-03,university-park,theft,0,40
181320470,2018-10-05,historic-south-central,theft,0,7
180305984,2018-01-31,university-park,theft,0,40
180307524,2018-02-22,university-park,theft,0,40
180415729,2018-10-05,boyle-heights,theft,0,39
181004258,2018-01-06,encino,theft,0,1
180326755,2018-12-03,exposition-park,theft,0,48
181918875,2018-10-05,arleta,theft,0,98
180316084,2018-06-29,exposition-park,theft,0,48
181717249,2018-10-05,northridge,theft,0,11
180920075,2018-10-05,sherman-oaks,theft,0,33
180220445,2018-10-05,westlake,theft,0,10
180919103,2018-10-05,sherman-oaks,theft,0,33
180220472,2018-10-05,echo-park,theft,0,31
180918737,2018-10-05,van-nuys,theft,0,0
180911066,2018-05-14,van-nuys,theft,0,0
180313270,2018-05-18,west-adams,theft,0,66
180320658,2018-09-08,baldwin-hillscrenshaw,theft,0,56
180817335,2018-10-05,pacific-palisades,theft,0,42
181320467,2018-10-05,historic-south-central,theft,0,7
180220455,2018-10-05,east-hollywood,theft,0,50
182117332,2018-10-05,west-hills,theft,0,16
180322640,2018-10-05,vermont-square,theft,0,32
181820744,2018-10-05,watts,theft,0,71
182117536,2018-10-05,west-hills,theft,0,16
181519108,2018-10-05,valley-village,theft,0,5
180220423,2018-10-05,westlake,theft,0,10
180621636,2018-10-05,hollywood,theft,0,15
180811599,2018-06-09,sawtelle,theft,0,22
180125393,2018-10-05,downtown,theft,0,3
181116952,2018-09-22,griffith-park,theft,0,94
180218736,2018-06-17,westlake,theft,0,10
180913790,2018-07-03,sherman-oaks,theft,0,33
180615678,2018-07-03,east-hollywood,theft,0,50
181314977,2018-07-05,south-park,theft,0,60
181316939,2018-07-22,downtown,theft,0,3
182014545,2018-07-22,harvard-heights,theft,0,34
180813973,2018-07-30,west-los-angeles,theft,0,51
180127125,2018-10-05,downtown,theft,0,3
180714711,2018-08-03,arlington-heights,theft,0,95
181411976,2018-04-29,playa-del-rey,theft,0,74
180318189,2018-08-04,west-adams,theft,0,66
180120539,2018-08-05,downtown,theft,0,3
182022315,2018-12-18,koreatown,theft,0,26
180414800,2018-09-13,boyle-heights,theft,0,39
181516827,2018-08-18,valley-glen,theft,0,75
190308023,2018-09-13,baldwin-hillscrenshaw,theft,0,56
181717974,2018-10-05,north-hills,theft,0,46
181016184,2018-09-22,reseda,theft,0,37
181600724,2018-03-02,hansen-dam,theft,0,101
181420860,2018-09-24,playa-del-rey,theft,0,74
180415783,2018-10-05,boyle-heights,theft,0,39
180415546,2018-10-02,lincoln-heights,theft,0,88
180621571,2018-10-06,hollywood,theft,0,15
180516883,2018-10-06,san-pedro,theft,0,23
180717781,2018-10-06,mid-wilshire,theft,0,18
180717871,2018-10-06,beverly-grove,theft,0,29
180919136,2018-10-06,van-nuys,theft,0,0
181820114,2018-10-06,broadway-manchester,theft,0,64
180717782,2018-10-06,fairfax,theft,0,38
181615067,2018-10-06,sun-valley,theft,0,6
181320495,2018-10-06,south-park,theft,0,60
180621833,2018-10-06,hollywood,theft,0,15
180108773,2018-03-03,downtown,theft,0,3
180125484,2018-10-06,downtown,theft,0,3
180220715,2018-10-06,echo-park,theft,0,31
181421831,2018-10-06,venice,theft,0,20
181320501,2018-10-06,florence,theft,0,49
180919002,2018-10-06,van-nuys,theft,0,0
180621758,2018-10-06,east-hollywood,theft,0,50
180322707,2018-10-06,jefferson-park,theft,0,96
181016825,2018-10-06,van-nuys,theft,0,0
180918840,2018-10-06,sherman-oaks,theft,0,33
181221671,2018-08-29,vermont-slauson,theft,0,55
180516863,2018-10-06,san-pedro,theft,0,23
181117669,2018-10-06,glassell-park,theft,0,67
180918795,2018-10-06,van-nuys,theft,0,0
180516865,2018-10-06,san-pedro,theft,0,23
180125656,2018-10-06,downtown,theft,0,3
180516963,2018-10-06,san-pedro,theft,0,23
180621616,2018-10-06,hollywood,theft,0,15
182118306,2018-10-06,canoga-park,theft,0,58
180817432,2018-10-06,brentwood,theft,0,69
180817363,2018-10-06,pacific-palisades,theft,0,42
181918660,2018-10-06,panorama-city,theft,0,30
181320623,2018-10-06,south-park,theft,0,60
181918704,2018-10-06,panorama-city,theft,0,30
182117379,2018-10-06,canoga-park,theft,0,58
180817367,2018-10-06,westwood,theft,0,84
181422229,2018-10-06,palms,theft,0,68
181717247,2018-10-06,northridge,theft,0,11
180322760,2018-10-06,university-park,theft,0,40
181614994,2018-10-06,sun-valley,theft,0,6
180220482,2018-10-06,westlake,theft,0,10
180516853,2018-10-06,harbor-city,theft,0,86
181820116,2018-10-06,harbor-gateway,theft,0,79
181717230,2018-10-06,northridge,theft,0,11
182018795,2018-10-06,westlake,theft,0,10
180415767,2018-10-06,boyle-heights,theft,0,39
182117471,2018-10-06,west-hills,theft,0,16
181224387,2018-10-07,harvard-park,theft,0,73
180322706,2018-10-07,jefferson-park,theft,0,96
181519189,2018-10-07,sun-valley,theft,0,6
182018467,2018-10-07,koreatown,theft,0,26
181320605,2018-10-07,south-park,theft,0,60
180322822,2018-10-07,leimert-park,theft,0,102
181016821,2018-10-07,reseda,theft,0,37
181117793,2018-10-07,glassell-park,theft,0,67
181916775,2018-08-29,arleta,theft,0,98
180220640,2018-10-07,westlake,theft,0,10
181015607,2018-08-29,van-nuys,theft,0,0
180220903,2018-10-07,westlake,theft,0,10
180621583,2018-10-07,hollywood-hills-west,theft,0,57
181820197,2018-10-07,green-meadows,theft,0,53
181320584,2018-10-07,historic-south-central,theft,0,7
181918721,2018-10-07,sylmar,theft,0,24
180717790,2018-10-07,arlington-heights,theft,0,95
180918814,2018-10-07,van-nuys,theft,0,0
181224350,2018-10-07,gramercy-park,theft,0,99
180322786,2018-10-07,baldwin-hillscrenshaw,theft,0,56
180918961,2018-10-07,sepulveda-basin,theft,0,77
180817424,2018-10-07,sawtelle,theft,0,22
182018456,2018-10-07,westlake,theft,0,10
180221093,2018-10-07,westlake,theft,0,10
181320817,2018-10-07,south-park,theft,0,60
180415840,2018-10-07,boyle-heights,theft,0,39
181408068,2018-03-05,del-rey,theft,0,76
181519257,2018-10-08,north-hollywood,theft,0,25
182117807,2018-10-08,woodland-hills,theft,0,43
182117731,2018-10-08,woodland-hills,theft,0,43
181820210,2018-10-08,green-meadows,theft,0,53
181320637,2018-10-08,central-alameda,theft,0,91
181016882,2018-10-08,tarzana,theft,0,63
181015760,2018-08-31,tarzana,theft,0,63
181224499,2018-10-08,florence,theft,0,49
181715888,2018-09-05,granada-hills,theft,0,4
180218498,2018-09-03,echo-park,theft,0,31
180123237,2018-09-06,chinatown,theft,0,82
180123334,2018-09-07,downtown,theft,0,3
180917443,2018-09-12,sherman-oaks,theft,0,33
181116908,2018-09-18,hollywood-hills,theft,0,12
180918340,2018-09-21,van-nuys,theft,0,0
180816661,2018-09-21,brentwood,theft,0,69
181717344,2018-10-08,granada-hills,theft,0,4
180817458,2018-10-08,westwood,theft,0,84
180818473,2018-10-08,westwood,theft,0,84
181016881,2018-10-08,tarzana,theft,0,63
181017012,2018-10-08,lake-balboa,theft,0,59
181421959,2018-10-08,westchester,theft,0,8
181117776,2018-10-08,glassell-park,theft,0,67
181519250,2018-10-08,studio-city,theft,0,36
181918702,2018-10-08,panorama-city,theft,0,30
181807672,2018-03-06,watts,theft,0,71
181717341,2018-10-08,northridge,theft,0,11
180108765,2018-03-06,downtown,theft,0,3
180817996,2018-10-08,pico-robertson,theft,0,45
181422256,2018-10-08,playa-vista,theft,0,103
182117520,2018-10-08,woodland-hills,theft,0,43
181017007,2018-10-08,tarzana,theft,0,63
181615052,2018-10-08,shadow-hills,theft,0,89
181521348,2018-10-08,hollywood-hills,theft,0,12
181615053,2018-10-08,sunland,theft,0,104
182018532,2018-10-08,east-hollywood,theft,0,50
180415866,2018-10-08,el-sereno,theft,0,85
190805662,2018-10-08,sawtelle,theft,0,22
181820307,2018-10-08,broadway-manchester,theft,0,64
181320624,2018-10-08,central-alameda,theft,0,91
180717829,2018-10-08,mid-wilshire,theft,0,18
180718559,2018-10-08,fairfax,theft,0,38
181016858,2018-10-08,van-nuys,theft,0,0
181224442,2018-10-08,vermont-slauson,theft,0,55
182018530,2018-10-08,koreatown,theft,0,26
181615802,2018-10-08,sun-valley,theft,0,6
181422232,2018-10-08,westchester,theft,0,8
180221490,2018-10-08,echo-park,theft,0,31
180125731,2018-10-08,downtown,theft,0,3
180818303,2018-10-08,sawtelle,theft,0,22
180817472,2018-10-08,westwood,theft,0,84
181421852,2018-10-08,westchester,theft,0,8
190609717,2018-10-08,hollywood,theft,0,15
182117895,2018-10-08,west-hills,theft,0,16
181614993,2018-10-08,tujunga,theft,0,80
181918684,2018-10-08,north-hills,theft,0,46
180918923,2018-10-08,van-nuys,theft,0,0
181224663,2018-10-08,florence,theft,0,49
180516284,2018-09-22,harbor-gateway,theft,0,79
180622008,2018-10-08,hollywood,theft,0,15
180507322,2018-03-11,san-pedro,theft,0,23
181717314,2018-10-08,granada-hills,theft,0,4
180817998,2018-10-08,west-los-angeles,theft,0,51
182117472,2018-10-08,winnetka,theft,0,87
180717938,2018-10-09,mid-city,theft,0,52
180517211,2018-10-09,harbor-gateway,theft,0,79
